"t","mu","avhc","EIR_tot","slide_prev0to5","prop_killed_ivm","mv_dead","mvx_dead"
1,0.132,0.306666666666667,69.5324707730142,0.624000884168645,NA,0,0
2,0.132,0.306666666666667,77.6509610227361,0.624000884168645,0,5.48980117367367,0
3,0.132,0.306666666666667,82.6984662282491,0.624000884168645,0,10.9796023473473,0
4,0.132,0.306666666666667,85.314338241792,0.624000884168645,0,16.469403521021,0
5,0.132,0.306666666666667,86.0535027006598,0.624000884168645,0,21.9592046946947,0
6,0.132,0.306666666666667,85.4423242013757,0.624000884168645,0,27.4490058683683,0
7,0.132,0.306666666666667,84.000908369317,0.624000884168645,0,32.938807042042,0
8,0.132,0.306666666666667,82.2052473576887,0.624000884168645,0,38.4286082157157,0
9,0.132,0.306666666666667,80.4249500140649,0.624000884168645,0,43.9184093893894,0
10,0.132,0.306666666666667,78.8873835087568,0.624000884168645,0,49.408210563063,0
11,0.132,0.306666666666667,77.6863610692382,0.624000884168645,0,54.8980117367367,0
12,0.132,0.306666666666667,76.8193410590555,0.624000884168645,0,60.3878129104104,0
13,0.132,0.306666666666667,76.23316478209,0.624001167106395,0,65.877614084084,0
14,0.132,0.306666666666667,75.8581927709666,0.624321815254558,0,71.3674152577577,0
15,0.132,0.306666666666667,75.629456043571,0.625070490978422,0,76.8572164314314,0
16,0.132,0.306666666666667,75.4955717178158,0.626003665783363,0,82.3470176051051,0
17,0.132,0.306666666666667,75.4199997889774,0.626949373999855,0,87.8368187787787,0
18,0.132,0.306666666666667,75.3786916336817,0.627796235198931,0,93.3266199524524,0
19,0.132,0.306666666666667,75.3567504633273,0.628483757152005,0,98.8164211261261,0
20,0.132,0.306666666666667,75.3453920807837,0.628993232058632,0,104.3062222998,0
21,0.132,0.306666666666667,75.339647069704,0.629336522160622,0,109.796023473473,0
22,0.132,0.306666666666667,75.3368018479533,0.629543342255427,0,115.285824647147,0
23,0.132,0.306666666666667,75.3354194750998,0.629649663169451,0,120.775625820821,0
24,0.132,0.306666666666667,75.3347595510795,0.629689430059376,0,126.265426994494,0
25,0.132,0.306666666666667,75.3344495389887,0.629690188664024,0,131.755228168168,0
26,0.132,0.306666666666667,75.3343060527027,0.629671881759826,0,137.245029341842,0
27,0.132,0.306666666666667,75.3342405492801,0.629647555604838,0,142.734830515515,0
28,0.132,0.306666666666667,75.3342110889359,0.629624903311661,0,148.224631689189,0
29,0.132,0.306666666666667,75.3342001862792,0.629607900118034,0,153.714432862863,0
30,0.132,0.306666666666667,75.3342187317062,0.629598167796161,0,159.204234036536,0
31,0.132,0.306666666666667,75.3343513259074,0.629595966595793,0,164.69403521021,0
32,0.132,0.306666666666667,75.3348333774191,0.629600847975235,0,170.183836383884,0
33,0.132,0.306666666666667,75.3361016199548,0.629612050463798,0,175.673637557557,0
34,0.132,0.306666666666667,75.338756740232,0.62962872150114,0,181.163438731231,0
35,0.132,0.306666666666667,75.3434326699637,0.629650031113863,0,186.653239904905,0
36,0.132,0.306666666666667,75.3506258115943,0.629675222977806,0,192.143041078579,0
37,0.132,0.306666666666667,75.3605551111444,0.6297036316061,0,197.632842252252,0
38,0.132,0.306666666666667,75.3730999672325,0.629734682619864,0,203.122643425926,0
39,0.132,0.306666666666667,75.387824705534,0.629767885496392,0,208.6124445996,0
40,0.132,0.306666666666667,75.4040675905922,0.629802823661102,0,214.102245773273,0
41,0.132,0.306666666666667,75.4210594950115,0.629839144356386,0,219.592046946947,0
42,0.132,0.306666666666667,75.4380391529951,0.62987654977464,0,225.081848120621,0
43,0.132,0.306666666666667,75.4543427929433,0.629914791479004,0,230.571649294294,0
44,0.132,0.306666666666667,75.4694582778857,0.62995367043178,0,236.061450467968,0
45,0.132,0.306666666666667,75.4830446663335,0.629993042256137,0,241.551251641642,0
46,0.132,0.306666666666667,75.4949243789193,0.630032822933744,0,247.041052815315,0
47,0.132,0.306666666666667,75.5050578664111,0.63007298821791,0,252.530853988989,0
48,0.132,0.306666666666667,75.5135101664265,0.63011356264036,0,258.020655162663,0
49,0.132,0.306666666666667,75.5204167191353,0.630154598990434,0,263.510456336336,0
50,0.132,0.306666666666667,75.525953121718,0.630196153223897,0,269.00025751001,0
51,0.132,0.306666666666667,75.5303111255111,0.630238261063724,0,274.490058683684,0
52,0.132,0.306666666666667,75.5336813759356,0.630280921315347,0,279.979859857357,0
53,0.132,0.306666666666667,75.5362422327851,0.630324088285332,0,285.469661031031,0
54,0.132,0.306666666666667,75.5381535198724,0.63036767309428,0,290.959462204704,0
55,0.132,0.306666666666667,75.5395538844572,0.630411551792064,0,296.449263378378,0
56,0.132,0.306666666666667,75.5405605932773,0.630455577383359,0,301.939064552052,0
57,0.132,0.306666666666667,75.5412708102984,0.630499592919889,0,307.428865725725,0
58,0.132,0.306666666666667,75.5417636568971,0.630543443453898,0,312.918666899399,0
59,0.132,0.306666666666667,75.542102578943,0.630586985497796,0,318.408468073073,0
60,0.132,0.306666666666667,75.5423377239809,0.630630093443043,0,323.898269246746,0
61,0.132,0.306666666666667,75.5425081640046,0.630672663024309,0,329.38807042042,0
62,0.132,0.306666666666667,75.5426438846379,0.630714612292583,0,334.877871594094,0
63,0.132,0.306666666666667,75.5427675233861,0.630755880740729,0,340.367672767767,0
64,0.132,0.306666666666667,75.5428958654152,0.630796427225629,0,345.857473941441,0
65,0.132,0.306666666666667,75.5430411204267,0.630836227250781,0,351.347275115115,0
66,0.132,0.306666666666667,75.5432120028828,0.630875270038302,0,356.837076288788,0
67,0.132,0.306666666666667,75.5434146287085,0.63091355568554,0,362.326877462462,0
68,0.132,0.306666666666667,75.5436532370127,0.630951092586845,0,367.816678636136,0
69,0.132,0.306666666666667,75.5439307399641,0.630987895205815,0,373.30647980981,0
70,0.132,0.306666666666667,75.5442491086149,0.63102398222491,0,378.796280983483,0
71,0.132,0.306666666666667,75.5446096104899,0.631059375056504,0,384.286082157157,0
72,0.132,0.306666666666667,75.5450129240882,0.631094096678176,0,389.775883330831,0
73,0.132,0.306666666666667,75.5454591643539,0.631128170747214,0,395.265684504504,0
74,0.132,0.306666666666667,75.5459478560907,0.631161620945849,0,400.755485678178,0
75,0.132,0.306666666666667,75.5464778908915,0.631194470514058,0,406.245286851852,0
76,0.132,0.306666666666667,75.5470474962981,0.631226741931555,0,411.735088025525,0
77,0.132,0.306666666666667,75.54765423651,0.631258456716599,0,417.224889199199,0
78,0.132,0.306666666666667,75.5482950534115,0.631289635315559,0,422.714690372873,0
79,0.132,0.306666666666667,75.5489663475491,0.631320297060883,0,428.204491546546,0
80,0.132,0.306666666666667,75.5496640915684,0.631350460178904,0,433.69429272022,0
81,0.132,0.306666666666667,75.5503839647859,0.631380141831329,0,439.184093893894,0
82,0.132,0.306666666666667,75.551121496006,0.631409358176229,0,444.673895067567,0
83,0.132,0.306666666666667,75.5518722027812,0.631438124436867,0,450.163696241241,0
84,0.132,0.306666666666667,75.5526317175278,0.63146645496919,0,455.653497414915,0
85,0.132,0.306666666666667,75.5533958937918,0.631494363321772,0,461.143298588588,0
86,0.132,0.306666666666667,75.5541608892465,0.631521862285037,0,466.633099762262,0
87,0.132,0.306666666666667,75.5549232243788,0.63154896392932,0,472.122900935936,0
88,0.132,0.306666666666667,75.5556798181436,0.631575679633421,0,477.612702109609,0
89,0.132,0.306666666666667,75.5564280031531,0.631602020106695,0,483.102503283283,0
90,0.132,0.306666666666667,75.557165523794,0.631627995408259,0,488.592304456957,0
91,0.132,0.306666666666667,75.5578905209799,0.631653614966636,0,494.08210563063,0
92,0.132,0.306666666666667,75.5586015071109,0.631678887602566,0,499.571906804304,0
93,0.132,0.306666666666667,75.5592973345174,0.631703821556639,0,505.061707977978,0
94,0.132,0.306666666666667,75.5599771601361,0.631728424522398,0,510.551509151651,0
95,0.132,0.306666666666667,75.5606404087168,0.631752703684695,0,516.041310325325,0
96,0.132,0.306666666666667,75.5612867362538,0.631776665762239,0,521.531111498999,0
97,0.132,0.306666666666667,75.5619159949476,0.631800317053016,0,527.020912672672,0
98,0.132,0.306666666666667,75.5625282005618,0.631823663480895,0,532.510713846346,0
99,0.132,0.306666666666667,75.5631235026913,0.631846710641873,0,538.00051502002,0
100,0.132,0.306666666666667,75.563702158253,0.631869463848554,0,543.490316193693,0
101,0.132,0.306666666666667,75.5642645082318,0.631891928171684,0,548.980117367367,0
102,0.132,0.306666666666667,75.5648109576222,0.631914108477976,0,554.469918541041,0
103,0.132,0.306666666666667,75.565341958374,0.631936009463651,0,559.959719714714,0
104,0.132,0.306666666666667,75.565857995067,0.631957635683503,0,565.449520888388,0
105,0.132,0.306666666666667,75.5663595730393,0.631978991575479,0,570.939322062062,0
106,0.132,0.306666666666667,75.5668472086342,0.632000081480951,0,576.429123235735,0
107,0.132,0.306666666666667,75.5673214212713,0.632020909661025,0,581.918924409409,0
