"t","EIR_tot"
1,139.064941546028
2,155.301922076893
3,165.396932351863
4,170.628681542779
5,172.10702601107
6,170.884658648321
7,168.001817617952
8,164.410405114734
9,160.84972689641
10,157.774926991737
11,155.372654725265
12,153.638658558728
13,152.466347629588
14,151.716417185316
15,151.258939131433
16,150.991160201002
17,150.840007378002
18,150.757385391364
19,150.713500351201
20,150.69078263408
21,150.679292655294
22,150.673602531901
23,150.670838156676
24,150.669518609924
25,150.668898785382
26,150.668611942262
27,150.66848101029
28,150.668422127152
29,150.668400273754
30,150.668436980577
31,150.66870092997
32,150.669662369574
33,150.672194475114
34,150.677498808873
35,150.68684380536
36,150.70122303629
37,150.721075080052
38,150.746159235159
39,150.775604410647
40,150.808087200288
41,150.842069258672
42,150.876027893456
43,150.908635367283
44,150.938867210255
45,150.96604136694
46,150.989802529965
47,151.010071481336
48,151.02697819859
49,151.040793489846
50,151.051868490487
51,151.06058666212
52,151.067329264695
53,151.072452996314
54,151.076277491278
55,151.079080035733
56,151.081095159476
57,151.082517189693
58,151.083504370949
59,151.084183598077
60,151.084655170632
61,151.084997237578
62,151.085269775468
63,151.085518064829
64,151.08577568114
65,151.08606704882
66,151.086409601384
67,151.086815574918
68,151.087293451691
69,151.087849059861
70,151.088486345389
71,151.089207847212
72,151.090014926322
73,151.090907816703
74,151.091885572112
75,151.092945979867
76,151.094085499085
77,151.09529926202
78,151.096581156043
79,151.097923985545
80,151.099319698773
81,151.100759656973
82,151.102234919997
83,151.103736524872
84,151.105255738021
85,151.106784267844
86,151.108314430744
87,151.109839268518
88,151.111352619719
89,151.112849150048
90,151.114324348626
91,151.115774497519
92,151.117196621684
93,151.118588425871
94,151.119948223994
95,151.121274865558
96,151.122567662529
97,151.123826319273
98,151.125050867269
99,151.126241605658
100,150.919369892495
101,136.747909846284
102,123.851626571406
103,112.182554142047
104,101.623125262111
105,92.0684344472741
106,83.4273173359628
107,75.6236356997987
108,68.5958667061591
109,62.2941394004531
110,56.6755695679365
111,51.699569761677
112,47.3244724172242
113,43.5059544538706
114,40.1970422452858
115,37.3489513441495
116,34.9101928499663
117,32.8210797776515
118,31.0118017466746
119,29.4136450672715
120,27.9755162719396
121,26.6712440671939
122,25.4948252063602
123,24.4497292090006
124,23.5394334646565
125,22.7624187636395
126,22.1112755002926
127,21.574151353729
128,21.1368965111654
129,20.7849762944097
130,20.5047831428056
131,20.2842574139546
132,20.112954852427
133,19.9818474097961
134,19.8831077380699
135,19.8099798054513
136,19.7567196875271
137,19.7185526413046
138,19.6916083449099
139,19.6728249747591
140,19.6598321611413
141,19.650828645155
142,19.6444676919436
143,19.6397577620935
144,19.635980988634
145,19.6326285732369
146,19.6293505900662
147,19.6259171340733
148,19.6221878990255
149,19.618087883511
150,19.6135877366609
151,19.608688105746
152,19.6034078721105
153,19.5977762244653
154,19.5918282354311
155,19.5856031789956
156,19.5791445536065
157,19.5725007573222
158,19.5657255878075
159,19.5588780900539
160,19.5520216273328
161,19.5452223115237
162,19.5385470615531
163,19.5320615757123
164,19.5258284543318
165,19.5199056251712
166,19.514345144794
167,19.5091923908495
168,19.5044856221802
169,19.5002558665715
170,19.4965270835151
171,19.4933165462503
172,19.4906353867684
173,19.4884892491412
174,19.4868790027834
175,19.4858014722611
176,19.4852501496311
177,19.4852158637527
178,19.4856873891395
179,19.4866519852963
180,19.488095862408
181,19.4900045744186
182,19.492363343285
183,19.4951573198047
184,19.4983717884187
185,19.5019923232041
186,19.5060049027799
187,19.5103959914391
188,19.5151525930119
189,19.5202622840506
190,19.5257132313691
191,19.5314941982321
192,19.5375945423391
193,19.5440042076484
194,19.550713712031
195,19.5577141315794
196,19.5649970822603
197,19.5725546991668
198,19.5803796135064
199,19.5884649279383
200,19.5968041904122
201,19.60539136695
202,19.6142208135673
203,19.6232872477408
204,19.6325857200951
205,19.6421115866005
206,19.6518604817578
207,19.6618282928352
208,19.6720111355539
209,19.6824053315461
210,19.6930073876355
211,19.7038139770936
212,19.7148219225825
213,19.7260281810033
214,19.7374298301716
215,19.7490240571873
216,19.7608081484006
217,19.7727794805698
218,19.7849355133708
219,19.7972737830253
220,19.8097918969417
221,19.8224875291651
222,19.83535841639
223,19.8484023546714
224,19.861617196635
225,19.8750008491742
226,19.8885512713782
227,19.9022664727002
228,19.9161445114185
229,19.9301834932896
230,19.9443815704129
231,19.9587369400476
232,19.9732478435703
233,19.9879125655272
234,20.0027294327708
235,20.0176968136413
236,20.0328131170323
237,20.0480767915582
238,20.0634863247298
239,20.0790402421931
240,20.094737106875
241,20.1105755180874
242,20.1265541106804
243,20.1426715541985
244,20.1589265520801
245,20.1753178407089
246,20.1918441885148
247,20.2085043950904
248,20.2252972903495
249,20.2422217336595
250,20.2592766128937
251,20.27646084356
252,20.2937733679463
253,20.3112131543341
254,20.3287791961135
255,20.3464705109351
256,20.3642861399112
257,20.3822251468657
258,20.4002866176055
259,20.4184696591124
260,20.436773398824
261,20.455196983943
262,20.4737395808218
263,20.4924003742737
264,20.5111785669131
265,20.5300733785506
266,20.5490840456364
267,20.5682098207291
268,20.5874499718894
269,20.6068037821564
270,20.6262705490491
271,20.6458495841363
272,20.6655402125326
273,20.6853417724231
274,20.7052536146324
275,20.7252751022404
276,20.7454056102032
277,20.7656445249118
278,20.7859912438212
279,20.8064451751004
280,20.827005737338
281,20.8476723591644
282,20.868444478914
283,20.8893215443171
284,20.9103030122399
285,20.9313883483959
286,20.9525770270251
287,20.9738685306253
288,20.9952623497079
289,21.016757982586
290,21.0383549350798
291,21.0600527202752
292,21.0818508583
293,21.1037488761484
294,21.1257463074417
295,21.147842692197
296,21.1700375766285
297,21.192330512984
298,21.2147210593692
299,21.2372087795234
300,21.2597932426439
301,21.2824740232283
302,21.3052507009484
303,21.328122860445
304,21.3510900911668
305,21.3741519872245
306,21.3973081472867
307,21.4205581744151
308,21.4439016759062
309,21.467338263162
310,21.4908675515926
311,21.5144891604962
312,21.5382027129044
313,21.5620078354663
314,21.5859041583541
315,21.6098913151821
316,21.6339689428589
317,21.6581366814838
318,21.6823941742559
319,21.7067410674164
320,21.7311770101211
321,21.7557016543409
322,21.7803146547791
323,21.8050156688233
324,21.8298043564462
325,21.8546803801064
326,21.8796434046753
327,21.9046930973914
328,21.9298291277903
329,21.9550511676066
330,21.9803588907083
331,22.0057519730523
332,22.0312300926397
333,22.0567929294202
334,22.0824401652338
335,22.1081714837667
336,22.1339865705253
337,22.1598851127479
338,22.1858667993508
339,22.2119313208866
340,22.238078369529
341,22.2643076389967
342,22.2906188245008
343,22.3170116227077
344,22.3434857317289
345,22.370040851059
346,22.3966766815246
347,22.42339292525
348,22.4501892856507
349,22.4770654673856
350,22.5040211763056
351,22.5310561194238
352,22.5581700049107
353,22.5853625420584
354,22.6126334412307
355,22.6399824138368
356,22.6674091723267
357,22.6949134301677
