"t","EIR_tot"
1,69.5324707730142
2,77.6509610250474
3,82.6984662226451
4,85.3143390897034
5,86.0535042070175
6,85.442321943838
7,84.0009141649813
8,82.2052539376338
9,80.4249246513765
10,78.887378668655
11,77.6863694377354
12,76.8193471023393
13,76.233243152996
14,75.8581269712559
15,75.6294025820396
16,75.4955397437665
17,75.4199855310186
18,75.3786883925204
19,75.356752234727
20,75.3453953079612
21,75.3396501824786
22,75.3368041624038
23,75.3354210451314
24,75.3347605226976
25,75.3344501039175
26,75.3343063706527
27,75.3342407186447
28,75.3342112140336
29,75.3342007052242
30,75.3342213923321
31,75.3343601524385
32,75.3348545621879
33,75.3361420089123
34,75.3388219288566
35,75.3435255715677
36,75.3507463209176
37,75.3607005080452
38,75.373265858106
39,75.3880059214572
40,75.4042589661824
41,75.4212563149428
42,75.438237439575
43,75.4545393452732
44,75.4696506525963
45,75.4832310799155
46,75.4951035989815
47,75.5052291006434
48,75.5136729696194
49,75.5205709139505
50,75.5260987264853
51,75.530448310192
52,75.5338104126144
53,75.5363634663415
54,75.5382673411187
55,75.5396607100283
56,75.5406608511131
57,75.5413649282716
58,75.5418520549851
59,75.5421856630607
60,75.5424158828929
61,75.5425817662509
62,75.5427132779711
63,75.5428330346768
64,75.5429578011337
65,75.5430997683038
66,75.5432676329197
67,75.5434674946294
68,75.5437035771305
69,75.5439787774592
70,75.5442950516637
71,75.5446536518234
72,75.5450552406159
73,75.5454999167706
74,75.5459871887368
75,75.5465159318929
76,75.5470843580697
77,75.5476900165467
78,75.5483298353703
79,75.5490002024812
80,75.549697079305
81,75.5504161353304
82,75.5511528909049
83,75.5519028564727
84,75.5526616585111
85,75.5534251457586
86,75.5541894720298
87,75.5549511547881
88,75.5557071106846
89,75.5564546706099
90,75.5571915777224
91,75.5579159720927
92,75.5586263655932
93,75.5593216102542
94,75.5600008629001
95,75.5606635482904
96,75.5613093225159
97,75.5619380379367
98,75.5625497104953
99,75.5631444899858
100,75.563722633516
101,75.5642844822457
102,75.5648304413273
103,75.5653609628352
104,75.5658765314474
105,75.5663776525655
106,75.5668648425616
107,75.5673386208519
108,75.567799503501
109,75.5682479981114
110,75.5686845997772
111,75.5691097879228
112,75.5695240238866
113,75.5699277491339
114,75.5703213840134
115,75.5707053269895
116,75.5710799542902
117,75.5714456199244
118,75.5718026560199
119,75.5721513734385
120,75.5724920626225
121,75.5728249946281
122,75.5731504223
123,75.5734685815461
124,75.5737796926695
125,75.5740839617232
126,75.5743815818529
127,75.5746727346022
128,75.5749575911568
129,75.5752363135113
130,75.5755090555457
131,75.5757759640054
132,75.5760371793796
133,75.5762928366789
134,75.5765430661142
135,75.576787993682
136,75.577027741662
137,75.577262429034
138,75.577492171823
139,75.5777170833795
140,75.5779372746036
141,75.5781528541208
142,75.578363928416
143,75.5785706019337
144,75.578772977149
145,75.5789711546165
146,75.5791652329997
147,75.579355309088
148,75.5795414778018
149,75.5797238321912
150,75.5799024634291
151,75.5800774608029
152,75.5802489117037
153,75.5804169016173
154,75.5805815141166
155,75.5807428308559
156,75.5809009315696
157,75.5810558940734
158,75.5812077942698
159,75.5813567061584
160,75.581502701849
161,75.5816458515796
162,75.5817862237378
163,75.5819238848861
164,75.5820588997901
165,75.5821913314496
166,75.5823212411325
167,75.582448688411
168,75.5825737311995
169,75.5826964257935
170,75.5828168269103
171,75.5829349877305
172,75.5830509599392
173,75.5831647937685
174,75.5832765380387
175,75.5833862402008
176,75.5834939463768
177,75.5835997014009
178,75.583703548859
179,75.5838055311274
180,75.5839056894113
181,75.5840040637811
182,75.5841006932087
183,75.5841956156019
184,75.5842888678381
185,75.5843804857967
186,75.5844705043905
187,75.5845589575958
188,75.5846458784813
189,75.5847312992365
190,75.5848152511983
191,75.5848977648772
192,75.5849788699824
193,75.5850585954456
194,75.5851369694441
195,75.5852140194238
196,75.5852897721201
197,75.5853642535788
198,75.5854374891764
199,75.5855095036391
200,75.5855803210619
201,75.5856499649262
202,75.5857184581175
203,75.5857858229425
204,75.5858520811449
205,75.5859172539217
206,75.5859813619384
207,75.5860444253437
208,75.5861064637842
209,75.5861674964181
210,75.5862275419289
211,75.5862866185386
