"t","EIR_tot"
1,69.5324707730142
2,77.6509610179824
3,82.698466258977
4,85.3143369321233
5,86.0535043506765
6,85.4423300880973
7,84.0009027312733
8,82.2052079884081
9,80.4249200252683
10,78.8874221103795
11,77.6862746702197
12,76.8195179285369
13,76.2331316798018
14,75.8581699004159
15,75.6293697313642
16,75.4955192321004
17,75.4199759549907
18,75.3786856918755
19,75.356752882713
20,75.3453971897167
21,75.3396519584308
22,75.3368055863882
23,75.3354220132696
24,75.334761122436
25,75.3344504642914
26,75.3343065690908
27,75.3342408255088
28,75.3342112242628
29,75.3342002219511
30,75.334218678911
31,75.3343512188123
32,75.3348333700095
33,75.3361020140048
34,75.3387578924398
35,75.343434855662
36,75.3506291103355
37,75.3605594104364
38,75.3731050241295
39,75.3878302278652
40,75.4040733003569
41,75.4210651680708
42,75.4380446365069
43,75.4543479846752
44,75.4694631317037
45,75.4830491622768
46,75.4949285180985
47,75.5050616561117
48,75.5135136232852
49,75.5204198589849
50,75.5259559650615
51,75.5303136954595
52,75.5336836958032
53,75.5362443278943
54,75.5381554140663
55,75.5395556006843
56,75.540562152352
57,75.5412722310244
58,75.5417649556277
59,75.5421037700935
60,75.5423388200834
61,75.5425091757533
62,75.5426448215499
63,75.5427683935777
64,75.5428966761097
65,75.5430418780505
66,75.543212713117
67,75.5434152968443
68,75.5436538678495
69,75.543931337985
70,75.5442496779729
71,75.5446101549756
72,75.5450134471424
73,75.5454596690098
74,75.5459483449673
75,75.5464783661803
76,75.5470479597825
77,75.5476546895855
78,75.5482954971326
79,75.5489667826659
80,75.5496645185949
81,75.5503843840193
82,75.5511219076041
83,75.5518726067826
84,75.5526321138876
85,75.5533962824258
86,75.5541612700339
87,75.5549235971995
88,75.5556801828813
89,75.5564283597097
90,75.5571658720955
91,75.5578908609819
92,75.5586018387987
93,75.5592976579056
94,75.5599774752727
95,75.5606407156724
96,75.5612870351275
97,75.5619162858591
98,75.5625284836486
99,75.5631237781099
100,75.5637024261698
101,75.564264768826
102,75.5648112110806
103,75.5653422048885
104,75.5658582348355
105,75.5663598062607
106,75.5668474355092
107,75.5673216420003
108,75.5677829418357
109,75.5682318426868
110,75.5686688397459
111,75.5690944125657
112,75.569509022638
113,75.5699131116057
114,75.5703071000168
115,75.5706913865522
116,75.5710663476726
117,75.5714323376312
118,75.5717896888095
119,75.5721387123297
120,75.5724796988984
121,75.5728129198375
122,75.5731386282568
123,75.5734570603269
124,75.5737684366098
125,75.5740729634115
126,75.5743708341247
127,75.5746622305327
128,75.5749473240528
129,75.575226276903
130,75.5754992431784
131,75.5757663698305
132,75.5760277975463
133,75.5762836615256
134,75.5765340921602
135,75.5767792156196
136,75.5770191543486
137,75.5772540274852
138,75.5774839512053
139,75.5777090390038
140,75.577929401919
141,75.5781451487089
142,75.5783563859853
143,75.5785632183146
144,75.5787657482891
145,75.5789640765759
146,75.5791583019475
147,75.5793485212977
148,75.5795348296482
149,75.5797173201469
150,75.5798960840615
151,75.580071210771
152,75.5802427877557
153,75.5804109005877
154,75.5805756329238
155,75.5807370665003
156,75.5808952811307
157,75.5810503547082
158,75.5812023632108
159,75.5813513807113
160,75.5814974793911
161,75.5816407295579
162,75.5817811996674
163,75.5819189563483
164,75.5820540644308
165,75.5821865869778
166,75.5823165853186
167,75.5824441190852
168,75.5825692462504
169,75.5826920231665
170,75.5828125046064
171,75.5829307438045
172,75.5830467924985
173,75.5831607009716
174,75.5832725180942
175,75.5833822913655
176,75.583490066955
177,75.5835958897427
178,75.5836998033591
179,75.5838018502242
180,75.5839020715854
181,75.5840005075542
182,75.5840971971425
183,75.5841921782971
184,75.5842854879331
185,75.5843771619667
186,75.5844672353463
187,75.584555742083
188,75.5846427152793
189,75.5847281871575
190,75.5848121890863
191,75.5848947516072
192,75.5849759044594
193,75.585055676604
194,75.5851340962467
195,75.585211190861
196,75.5852869872091
197,75.5853615113629
198,75.5854347887242
199,75.5855068440439
200,75.5855777014409
201,75.5856473844199
202,75.585715915889
203,75.5857833181767
204,75.5858496130483
205,75.5859148217213
206,75.5859789648816
207,75.5860420626973
208,75.5861041348341
209,75.5861652004688
210,75.5862252783028
211,75.5862843865755
212,75.5863425430771
213,75.5863997651607
214,75.5864560697548
215,75.5865114733745
216,75.5865659921333
217,75.5866196417539
218,75.5866724375787
219,75.5867243945809
220,75.5867755273738
221,75.5868258502212
222,75.5868753770465
223,75.5869241214423
224,75.5869720966793
225,75.5870193157149
226,75.5870657912018
227,75.5871115354961
228,75.5871565606656
229,75.5872008784972
230,75.5872445005046
231,75.5872874379357
232,75.5873297017794
233,75.587371302773
234,75.5874122514084
235,75.5874525579389
236,75.5874922323855
237,75.5875312845427
238,75.5875697239848
239,75.5876075600718
240,75.5876448019545
241,75.5876814585803
242,75.5877175386986
243,75.5877530508656
244,75.5877880034494
245,75.587822404635
246,75.5878562624289
247,75.5878895846636
248,75.587922379002
249,75.5879546529422
250,75.5879864138209
251,75.5880176688181
252,75.5880484249608
253,75.5880786891267
254,75.5881084680484
255,75.5881377683165
256,75.5881665963835
257,75.588194958567
258,75.5882228610533
259,75.5882503099002
260,75.5882773110407
261,75.5883038702855
262,75.5883299933265
263,75.5883556857394
264,75.5883809529865
265,75.5884058004195
266,75.5884302332823
267,75.5884542567134
268,75.5884778757485
269,75.5885010953229
270,75.5885239202741
271,75.5885463553437
272,75.5885684051801
273,75.5885900743406
274,75.5886113672932
275,75.5886322884191
276,75.5886528420146
277,75.5886730322931
278,75.5886928633868
279,75.5887123393488
280,75.5887314641548
281,75.5887502417053
282,75.5887686758266
283,75.5887867702729
284,75.588804528728
285,75.5888219548068
286,75.5888390520569
287,75.5888558239598
288,75.5888722739329
289,75.5888884053306
290,75.5889042214458
291,75.5889197255113
292,75.588934920701
293,75.5889498101314
294,75.5889643968625
295,75.5889786838996
296,75.588992674194
297,75.5890063706445
298,75.5890197760982
299,75.589032893352
300,75.5890457251533
301,75.5890582742017
302,75.5890705431491
303,75.5890825346014
304,75.5890942511195
305,75.5891056952199
306,75.5891168693756
307,75.5891277760175
308,75.589138417535
309,75.5891487962766
310,75.5891589145513
311,75.5891687746291
312,75.5891783787418
313,75.5891877290838
314,75.5891968278131
315,75.5892056770517
316,75.5892142788868
317,75.5892226353708
318,75.5892307485229
319,75.589238620329
320,75.5892462527428
321,75.5892536476865
322,75.5892608070509
323,75.5892677326969
324,75.5892744264553
325,75.5892808901278
326,75.5892871254874
327,75.5892931342794
328,75.5892989182212
329,75.5893044790036
330,75.5893098182908
331,75.5893149377212
332,75.5893198389079
333,75.5893245234391
334,75.5893289928786
335,75.5893332487661
336,75.5893372926182
337,75.5893411259282
338,75.5893447501671
339,75.5893481667837
340,75.589351377205
341,75.5893543828368
342,75.5893571850642
343,75.5893597852517
344,75.5893621847435
345,75.5893643848646
346,75.5893663869203
347,75.5893681921971
348,75.5893698019627
349,75.589371217467
350,75.5893724399415
351,75.5893734706004
352,75.5893743106407
353,75.5893749612423
354,75.5893754235686
355,75.5893756987667
356,75.5893757879677
357,75.5893756922871
358,75.5893754128247
359,75.5893749506656
360,75.5893743068797
361,75.5893734825225
362,75.5893724786352
363,75.5893712962449
364,75.5893699363648
365,75.5893683999949
366,75.5893666881216
367,75.5893648017183
368,75.5893627417457
369,75.5893605091518
370,75.5893581048725
371,75.5893555298311
372,75.5893527849394
373,75.5893498710973
374,75.5893467891933
375,75.5893435401046
376,75.5893401246972
377,75.5893365438264
378,75.5893327983367
379,75.5893288890622
380,75.5893248168264
381,75.5893205824429
382,75.5893161867155
383,75.5893116304378
384,75.5893069143942
385,75.5893020393593
386,75.5892970060988
387,75.589291815369
388,75.5892864679175
389,75.5892809644828
390,75.5892753057949
391,75.5892694925756
392,75.5892635255378
393,75.5892574053867
394,75.5892511328192
395,75.5892447085244
396,75.5892381331834
397,75.5892314074701
398,75.5892245320504
399,75.5892175075831
400,75.5892103347197
401,75.5892030141046
402,75.5891955463752
403,75.589187932162
404,75.5891801720886
405,75.5891722667721
406,75.5891642168232
407,75.5891560228458
408,75.5891476854379
409,75.589139205191
410,75.5891305826907
411,75.5891218185165
412,75.5891129132419
413,75.5891038674349
414,75.5890946816575
415,75.5890853564664
416,75.5890758924126
417,75.5890662900417
418,75.589056549894
419,75.5890466725048
420,75.5890366584038
421,75.5890265081161
422,75.5890162221616
423,75.5890058010554
424,75.5889952453077
425,75.5889845554242
426,75.5889737319057
427,75.5889627752487
428,75.5889516859449
429,75.5889404644819
430,75.5889291113428
431,75.5889176270066
432,75.5889060119478
433,75.5888942666371
434,75.588882391541
435,75.5888703871221
436,75.5888582538389
437,75.5888459921462
438,75.5888336024952
439,75.5888210853329
440,75.5888084411032
441,75.5887956702458
442,75.5887827731974
443,75.5887697503909
444,75.588756602256
445,75.5887433292187
446,75.588729931702
447,75.5887164101256
448,75.5887027649059
449,75.5886889964562
450,75.5886751051867
451,75.5886610915046
452,75.588646955814
453,75.5886326985161
454,75.5886183200092
455,75.588603820689
456,75.5885892009479
457,75.588574461176
458,75.5885596017604
459,75.5885446230857
460,75.5885295255338
461,75.5885143094841
462,75.5884989753134
463,75.588483523396
464,75.5884679541037
465,75.588452267806
466,75.5884364648701
467,75.5884205456605
468,75.5884045105398
469,75.5883883598682
470,75.5883720940036
471,75.5883557133019
472,75.5883392181165
473,75.5883226087991
474,75.588305885699
475,75.5882890491637
476,75.5882720995385
477,75.5882550371668
478,75.5882378623901
479,75.5882205755477
480,75.5882031769774
481,75.588185667015
482,75.5881680459944
483,75.5881503142477
484,75.5881324721052
485,75.5881145198957
486,75.5880964579461
487,75.5880782865815
488,75.5880600061256
489,75.5880416169002
490,75.5880231192258
491,75.588004513421
492,75.5879857998032
493,75.5879669786878
494,75.5879480503891
495,75.5879290152198
496,75.5879098734911
497,75.5878906255126
498,75.5878712715929
499,75.5878518120389
500,75.5878322471561
501,75.5878125772487
502,75.5877928026198
503,75.5877729235709
504,75.5877529404023
505,75.5877328534131
506,75.587712662901
507,75.5876923691626
508,75.5876719724934
509,75.5876514731873
510,75.5876308715376
511,75.5876101678359
512,75.5875893623729
513,75.5875684554382
514,75.5875474473204
515,75.5875263383067
516,75.5875051286834
517,75.5874838187358
518,75.5874624087482
519,75.5874408990036
520,75.5874192897842
521,75.5873975813713
522,75.587375774045
523,75.5873538680845
524,75.5873318637681
525,75.5873097613732
526,75.5872875611761
527,75.5872652634522
528,75.5872428684763
529,75.5872203765221
530,75.5871977878623
531,75.5871751027689
532,75.587152321513
533,75.5871294443649
534,75.5871064715942
535,75.5870834034693
536,75.5870602402582
537,75.5870369822278
538,75.5870136296445
539,75.5869901827737
540,75.5869666418802
541,75.5869430072279
542,75.5869192790801
543,75.5868954576993
544,75.5868715433472
545,75.5868475362849
546,75.5868234367728
547,75.5867992450705
548,75.586774961437
549,75.5867505861306
550,75.5867261194091
551,75.5867015615292
552,75.5866769127473
553,75.5866521733193
554,75.5866273435
555,75.5866024235439
556,75.5865774137047
557,75.5865523142358
558,75.5865271253895
559,75.586501847418
560,75.5864764805725
561,75.5864510251039
562,75.5864254812623
563,75.5863998492975
564,75.5863741294584
565,75.5863483219937
566,75.5863224271512
567,75.5862964451783
568,75.586270376322
569,75.5862442208286
570,75.5862179789437
571,75.5861916509128
572,75.5861652369806
573,75.5861387373912
574,75.5861121523885
575,75.5860854822156
576,75.5860587271153
577,75.5860318873297
578,75.5860049631007
579,75.5859779546693
580,75.5859508622766
581,75.5859236861625
582,75.5858964265671
583,75.5858690837296
584,75.585841657889
585,75.5858141492835
586,75.5857865581513
587,75.5857588847297
588,75.5857311292558
589,75.5857032919662
590,75.5856753730972
591,75.5856473728843
592,75.585619291563
593,75.585591129368
594,75.5855628865337
595,75.5855345632942
596,75.5855061598831
597,75.5854776765334
598,75.5854491134779
599,75.5854204709489
600,75.5853917491784
601,75.5853629483977
602,75.5853340688381
603,75.5853051107301
604,75.5852760743041
605,75.5852469597899
606,75.5852177674169
607,75.5851884974145
608,75.5851591500111
609,75.585129725435
610,75.5851002239142
611,75.5850706456762
612,75.5850409909482
613,75.5850112599568
614,75.5849814529285
615,75.5849515700893
616,75.5849216116647
