"t","EIR_tot"
1,139.064941546028
2,155.301922069117
3,165.396932374327
4,170.628680375287
5,172.107017999068
6,170.88464781686
7,168.001822410892
8,164.410457339635
9,160.849731937589
10,157.774868919952
11,155.372639733286
12,153.638646732434
13,152.46636125674
14,151.716437928387
15,151.258954743891
16,150.991169717605
17,150.840011449094
18,150.757386470864
19,150.713499641233
20,150.69078172331
21,150.679291723356
22,150.673601812898
23,150.670837708104
24,150.669518308436
25,150.668898620706
26,150.668611848197
27,150.668480958912
28,150.668422100664
29,150.668400156989
30,150.668436130287
31,150.668697469813
32,150.669652918341
33,150.672174728436
34,150.677464701157
35,150.686792631228
36,150.701153951656
37,150.720989071071
38,150.746058653072
39,150.77549237186
40,150.807967037173
41,150.841944140095
42,150.875900611203
43,150.908508200116
44,150.938741966691
45,150.965919390884
46,150.989684787505
47,151.009958613307
48,151.026870606012
49,151.040691367144
50,151.051771888919
51,151.060495522579
52,151.067243444388
53,151.07237230006
54,151.076201683755
55,151.079008859772
56,151.081028345222
57,151.082454463948
58,151.083445462142
59,151.084128241784
60,151.08460311218
61,151.084948233652
62,151.0852235963
63,151.085474493422
64,151.085734513898
65,151.086028094659
66,151.086372680635
67,151.086780519048
68,151.087260102115
69,151.087817267879
70,151.088455971982
71,151.089178763127
72,151.089987012425
73,151.090880964176
74,151.091859682654
75,151.092920965676
76,151.094061282664
77,151.095275775731
78,151.096558341523
79,151.097901792925
80,151.099298085885
81,151.100738588377
82,151.10221436617
83,151.103716461286
84,151.105236144333
85,151.106765127193
86,151.108295729034
87,151.10982099389
88,151.111334762019
89,151.112831700427
90,151.114307299186
91,151.115757841037
92,151.117180351381
93,151.118572535237
94,151.119932706665
95,151.121259715196
96,151.122552872774
97,151.123811883683
98,151.125036779295
99,151.126227858636
100,150.909836637356
101,136.898356024872
102,123.987884823929
103,112.305973995498
104,101.734920369728
105,92.1696769112984
106,83.5189206234811
107,75.7063464332631
108,68.6702836195043
109,62.3607582861156
110,56.7348383989264
111,51.7519346350824
112,47.3704049562694
113,43.5459595156478
114,40.2316493680946
115,37.3786202181029
116,34.9347578866367
117,32.8390101167369
118,31.0206802749029
119,29.4117430719427
120,27.9631260420303
121,26.6506400646173
122,25.4693118439003
123,24.4225649297357
124,23.5131432142493
125,22.7385800285925
126,22.0906287014962
127,21.5568388208721
128,21.1227030545621
129,20.7735119168539
130,20.4956013813014
131,20.2769254476671
132,20.107091858719
133,19.9771406068145
134,19.8793124672792
135,19.8069102156428
136,19.7542359372402
137,19.7165485997104
138,19.6900017365174
139,19.6715503410723
140,19.658836178866
141,19.6500670980024
142,19.6439035214363
143,19.639359743308
144,19.6357227396526
145,19.6324877721203
146,19.6293083060914
147,19.6259572174077
148,19.6222963889001
149,19.618252423806
150,19.6137970503229
151,19.6089315960751
152,19.6036754132626
153,19.5980581649055
154,19.5921155760879
155,19.585887853339
156,19.5794197164588
157,19.5727610037822
158,19.5659670534466
159,19.5590984214002
160,19.5522198400123
161,19.5453985703936
162,19.5387024217449
163,19.5321977211575
164,19.5259474579478
165,19.5200097471294
166,19.5144366755307
167,19.5092735384742
168,19.5045584397653
169,19.5003222107202
170,19.4965885969836
171,19.4933746571934
172,19.4906913188148
173,19.4885440378249
174,19.4869335145665
175,19.4858564243997
176,19.4853061292962
177,19.4852733458318
178,19.485746752453
179,19.4867135268345
180,19.4881598098148
181,19.4900710966106
182,19.4924325594346
183,19.4952293070009
184,19.4984465878939
185,19.5020699454833
186,19.5060853318625
187,19.5104791883349
188,19.515238499009
189,19.5203508235873
190,19.525804314777
191,19.5315877243438
192,19.5376904011003
193,19.5441022828149
194,19.5508138836401
195,19.5578162782572
196,19.5651010832218
197,19.5726604360192
198,19.5804869718266
199,19.5885737984276
200,19.5969144697343
201,19.6055029581886
202,19.6143336265476
203,19.6234011991524
204,19.6327007333653
205,19.6422275916278
206,19.6519774144635
207,19.6619460948147
208,19.6721297536531
209,19.6825247173845
210,19.6931274971222
211,19.7039347698929
212,19.7149433617812
213,19.726150232724
214,19.7375524632076
215,19.7491472426433
216,19.7609318593469
217,19.7729036918668
218,19.7850602014341
219,19.7973989256189
220,19.8099174729465
221,19.8226135184188
222,19.8354847996096
223,19.8485291133288
224,19.8617443128492
225,19.8751283055551
226,19.8886790509981
227,19.902394559056
228,19.9162728883756
229,19.9303121450233
230,19.944510481316
231,19.9588660947741
232,19.9733772270176
233,19.9880421628216
234,20.0028592292227
235,20.0178267947252
236,20.0329432684406
237,20.048207099199
238,20.063616774727
239,20.0791708208359
240,20.0948678006614
241,20.1107063137523
242,20.1266849951986
243,20.1428025147745
244,20.1590575761101
245,20.1754489158435
246,20.1919753026629
247,20.2086355364208
248,20.2254284472523
249,20.2423528947548
250,20.2594077670674
251,20.2765919799601
252,20.293904475973
253,20.3113442235911
254,20.328910216455
255,20.3466014724685
256,20.3644170329924
257,20.3823559620653
258,20.4004173456979
259,20.4186002911106
260,20.4369039259724
