"t","mv","model"
285,41.5894028308611,"HS"
286,41.5894028308611,"HS"
287,41.5894028308611,"HS"
288,41.5894028308611,"HS"
289,41.5894028308611,"HS"
290,41.5894028308611,"HS"
291,41.5894028308611,"HS"
292,41.5894028308611,"HS"
293,41.5894028308611,"HS"
294,41.5894028308611,"HS"
295,41.5894028308611,"HS"
296,41.5894028308611,"HS"
297,41.5894028308611,"HS"
298,41.5894028308611,"HS"
299,41.5894028308611,"HS"
300,41.5894028308611,"HS"
301,41.5894028308611,"HS"
302,41.5894028308611,"HS"
303,41.5894028308611,"HS"
304,41.5894028308611,"HS"
305,41.5894028308611,"HS"
306,41.5894028308611,"HS"
307,41.5894028308611,"HS"
308,41.5894028308611,"HS"
309,41.5894028308611,"HS"
310,41.5894028308611,"HS"
311,41.5894028308611,"HS"
312,41.5894028308611,"HS"
313,41.5894028308611,"HS"
314,41.5894028308611,"HS"
315,41.5894028308611,"HS"
316,41.5894028308611,"HS"
317,41.5894028308611,"HS"
318,41.5894028308611,"HS"
319,41.5894028308611,"HS"
320,41.5894028308611,"HS"
321,41.5894028308611,"HS"
322,41.5894028308611,"HS"
323,41.5894028308611,"HS"
324,41.5894028308611,"HS"
325,41.5894028308611,"HS"
326,41.5894028308611,"HS"
327,41.5894028308611,"HS"
328,41.5894028308611,"HS"
329,41.5894028308611,"HS"
330,41.5894028308611,"HS"
331,41.5894028308611,"HS"
332,41.5894028308611,"HS"
333,41.5894028308611,"HS"
334,41.5894028308611,"HS"
335,41.5894028308611,"HS"
336,41.5894028308611,"HS"
337,41.5894028308611,"HS"
338,41.5894028308611,"HS"
339,41.5894028308611,"HS"
340,41.5894028308611,"HS"
341,41.5894028308611,"HS"
342,41.5894028308611,"HS"
343,41.5894028308611,"HS"
344,41.5894028308611,"HS"
345,41.5894028308611,"HS"
346,41.5894028308611,"HS"
347,41.5894028308611,"HS"
348,41.5894028308611,"HS"
349,41.5894028308611,"HS"
350,41.5894028308611,"HS"
351,41.5894028308611,"HS"
352,41.5894028308611,"HS"
353,41.5894028308611,"HS"
354,41.5894028308611,"HS"
355,41.5894028308611,"HS"
356,41.5894028308611,"HS"
357,41.5894028308611,"HS"
358,41.5894028308611,"HS"
359,41.5894028308611,"HS"
360,41.5894028308611,"HS"
361,41.5894028308611,"HS"
362,41.5894028308611,"HS"
363,41.5894028308611,"HS"
364,41.5894028308611,"HS"
365,41.5894028308611,"HS"
366,41.5894028308611,"HS"
367,41.5894028308611,"HS"
368,41.5894028308611,"HS"
369,41.5894028308611,"HS"
370,41.5894028308611,"HS"
371,41.5894028308611,"HS"
372,41.5894028308611,"HS"
373,41.5894028308611,"HS"
374,41.5894028308611,"HS"
375,41.5894028308611,"HS"
376,41.5894028308611,"HS"
377,41.5894028308611,"HS"
378,41.5894028308611,"HS"
379,41.5894028308611,"HS"
380,41.5894028308611,"HS"
381,41.5894028308611,"HS"
382,41.5894028308611,"HS"
383,41.5894028308611,"HS"
384,41.5894028308611,"HS"
385,41.5894028308611,"HS"
386,41.5894028308611,"HS"
387,41.5894028308611,"HS"
388,41.5894028308611,"HS"
389,41.5894028308611,"HS"
390,41.5894028308611,"HS"
391,41.5894028308611,"HS"
392,41.5894028308611,"HS"
393,41.5894028308611,"HS"
394,41.5894028308611,"HS"
395,41.5894028308611,"HS"
396,41.5894028308611,"HS"
397,41.5894028308611,"HS"
398,41.5894028308611,"HS"
399,41.5894028308611,"HS"
400,41.5894028308611,"HS"
401,41.5894028308611,"HS"
402,41.5894028308611,"HS"
403,41.5894028308611,"HS"
404,41.5894028308611,"HS"
405,41.5894028308611,"HS"
406,41.5894028308611,"HS"
407,41.5894028308611,"HS"
408,41.5894028308611,"HS"
409,41.5894028308611,"HS"
410,41.5894028308611,"HS"
411,41.5894028308611,"HS"
412,41.5894028308611,"HS"
413,41.5894028308611,"HS"
414,41.5894028308611,"HS"
415,41.5894028308611,"HS"
416,41.5894028308611,"HS"
417,41.5894028308611,"HS"
418,41.5894028308611,"HS"
419,41.5894028308611,"HS"
420,41.5894028308611,"HS"
421,41.5894028308611,"HS"
422,41.5894028308611,"HS"
423,41.5894028308611,"HS"
424,41.5894028308611,"HS"
425,41.5894028308611,"HS"
426,41.5894028308611,"HS"
427,41.5894028308611,"HS"
428,41.5894028308611,"HS"
429,41.5894028308611,"HS"
430,41.5894028308611,"HS"
431,41.5894028308611,"HS"
432,41.5894028308611,"HS"
433,41.5894028308611,"HS"
434,41.5894028308611,"HS"
435,41.5894028308611,"HS"
436,41.5894028308611,"HS"
437,41.5894028308611,"HS"
438,41.5894028308611,"HS"
439,41.5894028308611,"HS"
440,41.5894028308611,"HS"
441,41.5894028308611,"HS"
442,41.5894028308611,"HS"
443,41.5894028308611,"HS"
444,41.5894028308611,"HS"
445,41.5894028308611,"HS"
446,41.5894028308611,"HS"
447,41.5894028308611,"HS"
448,41.5894028308611,"HS"
449,41.5894028308611,"HS"
450,41.5894028308611,"HS"
451,41.5894028308611,"HS"
452,41.5894028308611,"HS"
453,41.5894028308611,"HS"
454,41.5894028308611,"HS"
455,41.5894028308611,"HS"
456,41.5894028308611,"HS"
457,41.5894028308611,"HS"
458,41.5894028308611,"HS"
459,41.5894028308611,"HS"
460,41.5894028308611,"HS"
461,41.5894028308611,"HS"
462,41.5894028308611,"HS"
463,41.5894028308611,"HS"
464,41.5894028308611,"HS"
465,41.5894028308611,"HS"
466,41.5894028308611,"HS"
467,41.5894028308611,"HS"
468,41.5894028308611,"HS"
469,41.5894028308611,"HS"
470,41.5894028308611,"HS"
471,41.5894028308611,"HS"
472,41.5894028308611,"HS"
473,41.5894028308611,"HS"
474,41.5894028308611,"HS"
475,41.5894028308611,"HS"
476,41.5894028308611,"HS"
477,41.5894028308611,"HS"
478,41.5894028308611,"HS"
479,41.5894028308611,"HS"
480,41.5894028308611,"HS"
481,41.5894028308611,"HS"
482,41.5894028308611,"HS"
483,41.5894028308611,"HS"
484,41.5894028308611,"HS"
485,41.5894028308611,"HS"
486,41.5894028308611,"HS"
487,41.5894028308611,"HS"
488,41.5894028308611,"HS"
489,41.5894028308611,"HS"
490,41.5894028308611,"HS"
491,41.5894028308611,"HS"
492,41.5894028308611,"HS"
493,41.5894028308611,"HS"
494,41.5894028308611,"HS"
495,41.5894028308611,"HS"
496,41.5894028308611,"HS"
497,41.5894028308611,"HS"
498,41.5894028308611,"HS"
499,41.5894028308611,"HS"
500,41.5894028308611,"HS"
501,41.5894028308611,"HS"
502,41.5894028308611,"HS"
503,41.5894028308611,"HS"
504,41.5894028308611,"HS"
505,41.5894028308611,"HS"
506,41.5894028308611,"HS"
507,41.5894028308611,"HS"
508,41.5894028308611,"HS"
509,41.5894028308611,"HS"
510,41.5894028308611,"HS"
511,41.5894028308611,"HS"
512,41.5894028308611,"HS"
513,41.5894028308611,"HS"
514,41.5894028308611,"HS"
515,41.5894028308611,"HS"
516,41.5894028308611,"HS"
517,41.5894028308611,"HS"
518,41.5894028308611,"HS"
519,41.5894028308611,"HS"
520,41.5894028308611,"HS"
521,41.5894028308611,"HS"
522,41.5894028308611,"HS"
523,41.5894028308611,"HS"
524,41.5894028308611,"HS"
525,41.5894028308611,"HS"
526,41.5894028308611,"HS"
527,41.5894028308611,"HS"
528,41.5894028308611,"HS"
529,41.5894028308611,"HS"
530,41.5894028308611,"HS"
531,41.5894028308611,"HS"
532,41.5894028308611,"HS"
533,41.5894028308611,"HS"
534,41.5894028308611,"HS"
535,41.5894028308611,"HS"
536,41.5894028308611,"HS"
537,41.5894028308611,"HS"
538,41.5894028308611,"HS"
539,41.5894028308611,"HS"
540,41.5894028308611,"HS"
541,41.5894028308611,"HS"
542,41.5894028308611,"HS"
543,41.5894028308611,"HS"
544,41.5894028308611,"HS"
545,41.5894028308611,"HS"
546,41.5894028308611,"HS"
547,41.5894028308611,"HS"
548,41.5894028308611,"HS"
549,41.5894028308611,"HS"
550,41.5894028308611,"HS"
551,41.5894028308611,"HS"
552,41.5894028308611,"HS"
553,41.5894028308611,"HS"
554,41.5894028308611,"HS"
555,41.5894028308611,"HS"
556,41.5894028308611,"HS"
557,41.5894028308611,"HS"
558,41.5894028308611,"HS"
559,41.5894028308611,"HS"
560,41.5894028308611,"HS"
561,41.5894028308611,"HS"
562,41.5894028308611,"HS"
563,41.5894028308611,"HS"
564,41.5894028308611,"HS"
565,41.5894028308611,"HS"
566,41.5894028308611,"HS"
567,41.5894028308611,"HS"
568,41.5894028308611,"HS"
569,41.5894028308611,"HS"
570,41.5894028308611,"HS"
571,41.5894028308611,"HS"
572,41.5894028308611,"HS"
573,41.5894028308611,"HS"
574,41.5894028308611,"HS"
575,41.5894028308611,"HS"
576,41.5894028308611,"HS"
577,41.5894028308611,"HS"
578,41.5894028308611,"HS"
579,41.5894028308611,"HS"
580,41.5894028308611,"HS"
581,41.5894028308611,"HS"
582,41.5894028308611,"HS"
583,41.5894028308611,"HS"
584,41.5894028308611,"HS"
585,41.5894028308611,"HS"
586,41.5894028308611,"HS"
587,41.5894028308611,"HS"
588,41.5894028308611,"HS"
589,41.5894028308611,"HS"
590,41.5894028308611,"HS"
591,41.5894028308611,"HS"
592,41.5894028308611,"HS"
593,41.5894028308611,"HS"
594,41.5894028308611,"HS"
595,41.5894028308611,"HS"
596,41.5894028308611,"HS"
597,41.5894028308611,"HS"
598,41.5894028308611,"HS"
599,41.5894028308611,"HS"
600,41.5894028308611,"HS"
601,41.5894028308611,"HS"
602,41.5894028308611,"HS"
603,41.5894028308611,"HS"
604,41.5894028308611,"HS"
605,41.5894028308611,"HS"
606,41.5894028308611,"HS"
607,41.5894028308611,"HS"
608,41.5894028308611,"HS"
609,41.5894028308611,"HS"
610,41.5894028308611,"HS"
611,41.5894028308611,"HS"
612,41.5894028308611,"HS"
613,41.5894028308611,"HS"
614,41.5894028308611,"HS"
615,41.5894028308611,"HS"
616,41.5894028308611,"HS"
617,41.5894028308611,"HS"
618,41.5894028308611,"HS"
619,41.5894028308611,"HS"
620,41.5894028308611,"HS"
621,41.5894028308611,"HS"
622,41.5894028308611,"HS"
623,41.5894028308611,"HS"
624,41.5894028308611,"HS"
625,41.5894028308611,"HS"
626,41.5894028308611,"HS"
627,41.5894028308611,"HS"
628,41.5894028308611,"HS"
629,41.5894028308611,"HS"
630,41.5894028308611,"HS"
631,41.5894028308611,"HS"
632,41.5894028308611,"HS"
633,41.5894028308611,"HS"
634,41.5894028308611,"HS"
635,41.5894028308611,"HS"
636,41.5894028308611,"HS"
637,41.5894028308611,"HS"
638,41.5894028308611,"HS"
639,41.5894028308611,"HS"
640,41.5894028308611,"HS"
641,41.5894028308611,"HS"
642,41.5894028308611,"HS"
643,41.5894028308611,"HS"
644,41.5894028308611,"HS"
645,41.5894028308611,"HS"
646,41.5894028308611,"HS"
647,41.5894028308611,"HS"
648,41.5894028308611,"HS"
649,41.5894028308611,"HS"
650,41.5894028308611,"HS"
651,41.5894028308611,"HS"
652,41.5894028308611,"HS"
653,41.5894028308611,"HS"
654,41.5894028308611,"HS"
655,41.5894028308611,"HS"
656,41.5894028308611,"HS"
657,41.5894028308611,"HS"
658,41.5894028308611,"HS"
659,41.5894028308611,"HS"
660,41.5894028308611,"HS"
661,41.5894028308611,"HS"
662,41.5894028308611,"HS"
663,41.5894028308611,"HS"
664,41.5894028308611,"HS"
665,41.5894028308611,"HS"
666,41.5894028308611,"HS"
667,41.5894028308611,"HS"
668,41.5894028308611,"HS"
669,41.5894028308611,"HS"
670,41.5894028308611,"HS"
671,41.5894028308611,"HS"
672,41.5894028308611,"HS"
673,41.5894028308611,"HS"
674,41.5894028308611,"HS"
675,41.5894028308611,"HS"
676,41.5894028308611,"HS"
677,41.5894028308611,"HS"
678,41.5894028308611,"HS"
679,41.5894028308611,"HS"
680,41.5894028308611,"HS"
681,41.5894028308611,"HS"
682,41.5894028308611,"HS"
683,41.5894028308611,"HS"
684,41.5894028308611,"HS"
685,41.5894028308611,"HS"
686,41.5894028308611,"HS"
687,41.5894028308611,"HS"
688,41.5894028308611,"HS"
689,41.5894028308611,"HS"
690,41.5894028308611,"HS"
691,41.5894028308611,"HS"
692,41.5894028308611,"HS"
693,41.5894028308611,"HS"
694,41.5894028308611,"HS"
695,41.5894028308611,"HS"
696,41.5894028308611,"HS"
697,41.5894028308611,"HS"
698,41.5894028308611,"HS"
699,41.5894028308611,"HS"
700,41.5894028308611,"HS"
701,41.5894028308611,"HS"
702,41.5894028308611,"HS"
703,41.5894028308611,"HS"
704,41.5894028308611,"HS"
705,41.5894028308611,"HS"
706,41.5894028308611,"HS"
707,41.5894028308611,"HS"
708,41.5894028308611,"HS"
709,41.5894028308611,"HS"
710,41.5894028308611,"HS"
711,41.5894028308611,"HS"
712,41.5894028308611,"HS"
713,41.5894028308611,"HS"
714,41.5894028308611,"HS"
715,41.5894028308611,"HS"
716,41.5894028308611,"HS"
717,41.5894028308611,"HS"
718,41.5894028308611,"HS"
719,41.5894028308611,"HS"
720,41.5894028308611,"HS"
721,41.5894028308611,"HS"
722,41.5894028308611,"HS"
723,41.5894028308611,"HS"
724,41.5894028308611,"HS"
725,41.5894028308611,"HS"
726,41.5894028308611,"HS"
727,41.5894028308611,"HS"
728,41.5894028308611,"HS"
729,41.5894028308611,"HS"
730,41.5894028308611,"HS"
731,41.5894028308611,"HS"
732,41.5894028308611,"HS"
733,41.5894028308611,"HS"
734,41.5894028308611,"HS"
735,41.5894028308611,"HS"
736,41.5894028308611,"HS"
737,41.5894028308611,"HS"
738,41.5894028308611,"HS"
739,41.5894028308611,"HS"
740,41.5894028308611,"HS"
741,41.5894028308611,"HS"
742,41.5894028308611,"HS"
743,41.5894028308611,"HS"
744,41.5894028308611,"HS"
745,41.5894028308611,"HS"
746,41.5894028308611,"HS"
747,41.5894028308611,"HS"
748,41.5894028308611,"HS"
749,41.5894028308611,"HS"
750,41.5894028308611,"HS"
751,41.5894028308611,"HS"
752,41.5894028308611,"HS"
753,41.5894028308611,"HS"
754,41.5894028308611,"HS"
755,41.5894028308611,"HS"
756,41.5894028308611,"HS"
757,41.5894028308611,"HS"
758,41.5894028308611,"HS"
759,41.5894028308611,"HS"
760,41.5894028308611,"HS"
761,41.5894028308611,"HS"
762,41.5894028308611,"HS"
763,41.5894028308611,"HS"
764,41.5894028308611,"HS"
765,41.5894028308611,"HS"
766,41.5894028308611,"HS"
767,41.5894028308611,"HS"
768,41.5894028308611,"HS"
769,41.5894028308611,"HS"
770,41.5894028308611,"HS"
771,41.5894028308611,"HS"
772,41.5894028308611,"HS"
773,41.5894028308611,"HS"
774,41.5894028308611,"HS"
775,41.5894028308611,"HS"
776,41.5894028308611,"HS"
777,41.5894028308611,"HS"
778,41.5894028308611,"HS"
779,41.5894028308611,"HS"
780,41.5894028308611,"HS"
781,41.5894028308611,"HS"
782,41.5894028308611,"HS"
783,41.5894028308611,"HS"
784,41.5894028308612,"HS"
785,41.5894028308611,"HS"
786,41.5894028308611,"HS"
787,41.5894028308611,"HS"
788,41.5894028308611,"HS"
789,41.5894028308611,"HS"
790,41.5894028308611,"HS"
791,41.5894028308611,"HS"
792,41.5894028308611,"HS"
793,41.5894028308611,"HS"
794,41.5894028308611,"HS"
795,41.5894028308611,"HS"
796,41.5894028308611,"HS"
797,41.5894028308611,"HS"
798,41.5894028308611,"HS"
799,41.5894028308611,"HS"
800,41.5894028308611,"HS"
801,41.5894028308611,"HS"
802,41.5894028308611,"HS"
803,41.5894028308611,"HS"
804,41.5894028308611,"HS"
805,41.5894028308611,"HS"
806,41.5894028308611,"HS"
807,41.5894028308611,"HS"
808,41.5894028308611,"HS"
809,41.5894028308611,"HS"
810,41.5894028308611,"HS"
811,41.5894028308611,"HS"
812,41.5894028308611,"HS"
813,41.5894028308611,"HS"
814,41.5894028308611,"HS"
815,41.5894028308611,"HS"
816,41.5894028308611,"HS"
817,41.5894028308611,"HS"
818,41.5894028308611,"HS"
819,41.5894028308611,"HS"
820,41.5894028308611,"HS"
821,41.5894028308611,"HS"
822,41.5894028308611,"HS"
823,41.5894028308611,"HS"
824,41.5894028308611,"HS"
825,41.5894028308611,"HS"
826,41.5894028308611,"HS"
827,41.5894028308611,"HS"
828,41.5894028308611,"HS"
829,41.5894028308611,"HS"
830,41.5894028308611,"HS"
831,41.5894028308611,"HS"
832,41.5894028308611,"HS"
833,41.5894028308611,"HS"
834,41.5894028308611,"HS"
835,41.5894028308611,"HS"
836,41.5894028308611,"HS"
837,41.5894028308611,"HS"
838,41.5894028308611,"HS"
839,41.5894028308611,"HS"
840,41.5894028308611,"HS"
841,41.5894028308611,"HS"
842,41.5894028308611,"HS"
843,41.5894028308611,"HS"
844,41.5894028308611,"HS"
845,41.5894028308611,"HS"
846,41.5894028308611,"HS"
847,41.5894028308611,"HS"
848,41.5894028308611,"HS"
849,41.5894028308611,"HS"
850,41.5894028308611,"HS"
851,41.5894028308611,"HS"
852,41.5894028308611,"HS"
853,41.5894028308611,"HS"
854,41.5894028308611,"HS"
855,41.5894028308611,"HS"
856,41.5894028308611,"HS"
857,41.5894028308611,"HS"
858,41.5894028308611,"HS"
859,41.5894028308611,"HS"
860,41.5894028308611,"HS"
861,41.5894028308611,"HS"
862,41.5894028308611,"HS"
863,41.5894028308611,"HS"
864,41.5894028308611,"HS"
865,41.5894028308611,"HS"
866,41.5894028308611,"HS"
867,41.5894028308611,"HS"
868,41.5894028308611,"HS"
869,41.5894028308611,"HS"
870,41.5894028308611,"HS"
871,41.5894028308611,"HS"
872,41.5894028308611,"HS"
873,41.5894028308611,"HS"
874,41.5894028308611,"HS"
875,41.5894028308611,"HS"
876,41.5894028308611,"HS"
877,41.5894028308611,"HS"
878,41.5894028308611,"HS"
879,41.5894028308611,"HS"
880,41.5894028308611,"HS"
881,41.5894028308611,"HS"
882,41.5894028308611,"HS"
883,41.5894028308611,"HS"
884,41.5894028308611,"HS"
885,41.5894028308611,"HS"
886,41.5894028308611,"HS"
887,41.5894028308611,"HS"
888,41.5894028308611,"HS"
889,41.5894028308611,"HS"
890,41.5894028308611,"HS"
891,41.5894028308611,"HS"
892,41.5894028308611,"HS"
893,41.5894028308611,"HS"
894,41.5894028308611,"HS"
895,41.5894028308611,"HS"
896,41.5894028308611,"HS"
897,41.5894028308611,"HS"
898,41.5894028308611,"HS"
899,41.5894028308611,"HS"
900,41.5894028308611,"HS"
901,41.5894028308611,"HS"
902,41.5894028308611,"HS"
903,41.5894028308611,"HS"
904,41.5894028308611,"HS"
905,41.5894028308611,"HS"
906,41.5894028308611,"HS"
907,41.5894028308611,"HS"
908,41.5894028308611,"HS"
909,41.5894028308611,"HS"
910,41.5894028308611,"HS"
911,41.5894028308611,"HS"
912,41.5894028308611,"HS"
913,41.5894028308611,"HS"
914,41.5894028308611,"HS"
915,41.5894028308611,"HS"
916,41.5894028308611,"HS"
917,41.5894028308611,"HS"
918,41.5894028308611,"HS"
919,41.5894028308611,"HS"
920,41.5894028308611,"HS"
921,41.5894028308611,"HS"
922,41.5894028308611,"HS"
923,41.5894028308611,"HS"
924,41.5894028308611,"HS"
925,41.5894028308611,"HS"
926,41.5894028308611,"HS"
927,41.5894028308611,"HS"
928,41.5894028308611,"HS"
929,41.5894028308611,"HS"
930,41.5894028308611,"HS"
931,41.5894028308611,"HS"
932,41.5894028308611,"HS"
