"","d_ITN0","itn_cov","bites_Bed","init_EIR","r_ITN0","itn_half_life","resistance","Q0","species"
"38",0.286988556,0.8,0.8,2,0.678306455,845.815421625,0.5,0.71,"arabiensis"
"39",0.249873012,0.8,0.8,2,0.703673574,785.49756088,0.7,0.71,"arabiensis"
"40",0.173122775,0.8,0.8,2,0.745166567,702.895688015,0.9,0.71,"arabiensis"
"41",0.340773639,0.2,0.78,2,0.637100833,963.6,0,0.94,"funestus"
"42",0.332985807,0.2,0.78,2,0.643342209,942.83535367,0.1,0.94,"funestus"
"43",0.286988556,0.2,0.78,2,0.678306455,845.815421625,0.5,0.94,"funestus"
"44",0.249873012,0.2,0.78,2,0.703673574,785.49756088,0.7,0.94,"funestus"
"45",0.173122775,0.2,0.78,2,0.745166567,702.895688015,0.9,0.94,"funestus"
"46",0.340773639,0.4,0.78,2,0.637100833,963.6,0,0.94,"funestus"
"47",0.332985807,0.4,0.78,2,0.643342209,942.83535367,0.1,0.94,"funestus"
"48",0.286988556,0.4,0.78,2,0.678306455,845.815421625,0.5,0.94,"funestus"
"49",0.249873012,0.4,0.78,2,0.703673574,785.49756088,0.7,0.94,"funestus"
"50",0.173122775,0.4,0.78,2,0.745166567,702.895688015,0.9,0.94,"funestus"
"51",0.340773639,0.6,0.78,2,0.637100833,963.6,0,0.94,"funestus"
"52",0.332985807,0.6,0.78,2,0.643342209,942.83535367,0.1,0.94,"funestus"
"53",0.286988556,0.6,0.78,2,0.678306455,845.815421625,0.5,0.94,"funestus"
"54",0.249873012,0.6,0.78,2,0.703673574,785.49756088,0.7,0.94,"funestus"
"55",0.173122775,0.6,0.78,2,0.745166567,702.895688015,0.9,0.94,"funestus"
"56",0.340773639,0.8,0.78,2,0.637100833,963.6,0,0.94,"funestus"
"57",0.332985807,0.8,0.78,2,0.643342209,942.83535367,0.1,0.94,"funestus"
"58",0.286988556,0.8,0.78,2,0.678306455,845.815421625,0.5,0.94,"funestus"
"59",0.249873012,0.8,0.78,2,0.703673574,785.49756088,0.7,0.94,"funestus"
"60",0.173122775,0.8,0.78,2,0.745166567,702.895688015,0.9,0.94,"funestus"
"61",0.340773639,0.2,0.52,2,0.637100833,963.6,0,0.21,"stephensi"
"62",0.332985807,0.2,0.52,2,0.643342209,942.83535367,0.1,0.21,"stephensi"
"63",0.286988556,0.2,0.52,2,0.678306455,845.815421625,0.5,0.21,"stephensi"
"64",0.249873012,0.2,0.52,2,0.703673574,785.49756088,0.7,0.21,"stephensi"
"65",0.173122775,0.2,0.52,2,0.745166567,702.895688015,0.9,0.21,"stephensi"
"66",0.340773639,0.4,0.52,2,0.637100833,963.6,0,0.21,"stephensi"
"67",0.332985807,0.4,0.52,2,0.643342209,942.83535367,0.1,0.21,"stephensi"
"68",0.286988556,0.4,0.52,2,0.678306455,845.815421625,0.5,0.21,"stephensi"
"69",0.249873012,0.4,0.52,2,0.703673574,785.49756088,0.7,0.21,"stephensi"
"70",0.173122775,0.4,0.52,2,0.745166567,702.895688015,0.9,0.21,"stephensi"
"71",0.340773639,0.6,0.52,2,0.637100833,963.6,0,0.21,"stephensi"
"72",0.332985807,0.6,0.52,2,0.643342209,942.83535367,0.1,0.21,"stephensi"
"73",0.286988556,0.6,0.52,2,0.678306455,845.815421625,0.5,0.21,"stephensi"
"74",0.249873012,0.6,0.52,2,0.703673574,785.49756088,0.7,0.21,"stephensi"
"75",0.173122775,0.6,0.52,2,0.745166567,702.895688015,0.9,0.21,"stephensi"
"76",0.340773639,0.8,0.52,2,0.637100833,963.6,0,0.21,"stephensi"
"77",0.332985807,0.8,0.52,2,0.643342209,942.83535367,0.1,0.21,"stephensi"
"78",0.286988556,0.8,0.52,2,0.678306455,845.815421625,0.5,0.21,"stephensi"
"79",0.249873012,0.8,0.52,2,0.703673574,785.49756088,0.7,0.21,"stephensi"
"80",0.173122775,0.8,0.52,2,0.745166567,702.895688015,0.9,0.21,"stephensi"
"81",0.340773639,0.2,0.85,25,0.637100833,963.6,0,0.92,"gambiae"
"82",0.332985807,0.2,0.85,25,0.643342209,942.83535367,0.1,0.92,"gambiae"
"83",0.286988556,0.2,0.85,25,0.678306455,845.815421625,0.5,0.92,"gambiae"
"84",0.249873012,0.2,0.85,25,0.703673574,785.49756088,0.7,0.92,"gambiae"
"85",0.173122775,0.2,0.85,25,0.745166567,702.895688015,0.9,0.92,"gambiae"
"86",0.340773639,0.4,0.85,25,0.637100833,963.6,0,0.92,"gambiae"
"87",0.332985807,0.4,0.85,25,0.643342209,942.83535367,0.1,0.92,"gambiae"
"88",0.286988556,0.4,0.85,25,0.678306455,845.815421625,0.5,0.92,"gambiae"
"89",0.249873012,0.4,0.85,25,0.703673574,785.49756088,0.7,0.92,"gambiae"
"90",0.173122775,0.4,0.85,25,0.745166567,702.895688015,0.9,0.92,"gambiae"
"91",0.340773639,0.6,0.85,25,0.637100833,963.6,0,0.92,"gambiae"
"92",0.332985807,0.6,0.85,25,0.643342209,942.83535367,0.1,0.92,"gambiae"
"93",0.286988556,0.6,0.85,25,0.678306455,845.815421625,0.5,0.92,"gambiae"
"94",0.249873012,0.6,0.85,25,0.703673574,785.49756088,0.7,0.92,"gambiae"
"95",0.173122775,0.6,0.85,25,0.745166567,702.895688015,0.9,0.92,"gambiae"
"96",0.340773639,0.8,0.85,25,0.637100833,963.6,0,0.92,"gambiae"
"97",0.332985807,0.8,0.85,25,0.643342209,942.83535367,0.1,0.92,"gambiae"
"98",0.286988556,0.8,0.85,25,0.678306455,845.815421625,0.5,0.92,"gambiae"
"99",0.249873012,0.8,0.85,25,0.703673574,785.49756088,0.7,0.92,"gambiae"
"100",0.173122775,0.8,0.85,25,0.745166567,702.895688015,0.9,0.92,"gambiae"
"101",0.340773639,0.2,0.8,25,0.637100833,963.6,0,0.71,"arabiensis"
"102",0.332985807,0.2,0.8,25,0.643342209,942.83535367,0.1,0.71,"arabiensis"
"103",0.286988556,0.2,0.8,25,0.678306455,845.815421625,0.5,0.71,"arabiensis"
"104",0.249873012,0.2,0.8,25,0.703673574,785.49756088,0.7,0.71,"arabiensis"
"105",0.173122775,0.2,0.8,25,0.745166567,702.895688015,0.9,0.71,"arabiensis"
"106",0.340773639,0.4,0.8,25,0.637100833,963.6,0,0.71,"arabiensis"
"107",0.332985807,0.4,0.8,25,0.643342209,942.83535367,0.1,0.71,"arabiensis"
"108",0.286988556,0.4,0.8,25,0.678306455,845.815421625,0.5,0.71,"arabiensis"
"109",0.249873012,0.4,0.8,25,0.703673574,785.49756088,0.7,0.71,"arabiensis"
"110",0.173122775,0.4,0.8,25,0.745166567,702.895688015,0.9,0.71,"arabiensis"
"111",0.340773639,0.6,0.8,25,0.637100833,963.6,0,0.71,"arabiensis"
"112",0.332985807,0.6,0.8,25,0.643342209,942.83535367,0.1,0.71,"arabiensis"
"113",0.286988556,0.6,0.8,25,0.678306455,845.815421625,0.5,0.71,"arabiensis"
"114",0.249873012,0.6,0.8,25,0.703673574,785.49756088,0.7,0.71,"arabiensis"
"115",0.173122775,0.6,0.8,25,0.745166567,702.895688015,0.9,0.71,"arabiensis"
"116",0.340773639,0.8,0.8,25,0.637100833,963.6,0,0.71,"arabiensis"
"117",0.332985807,0.8,0.8,25,0.643342209,942.83535367,0.1,0.71,"arabiensis"
"118",0.286988556,0.8,0.8,25,0.678306455,845.815421625,0.5,0.71,"arabiensis"
"119",0.249873012,0.8,0.8,25,0.703673574,785.49756088,0.7,0.71,"arabiensis"
"120",0.173122775,0.8,0.8,25,0.745166567,702.895688015,0.9,0.71,"arabiensis"
"121",0.340773639,0.2,0.78,25,0.637100833,963.6,0,0.94,"funestus"
"122",0.332985807,0.2,0.78,25,0.643342209,942.83535367,0.1,0.94,"funestus"
"123",0.286988556,0.2,0.78,25,0.678306455,845.815421625,0.5,0.94,"funestus"
"124",0.249873012,0.2,0.78,25,0.703673574,785.49756088,0.7,0.94,"funestus"
"125",0.173122775,0.2,0.78,25,0.745166567,702.895688015,0.9,0.94,"funestus"
"126",0.340773639,0.4,0.78,25,0.637100833,963.6,0,0.94,"funestus"
"127",0.332985807,0.4,0.78,25,0.643342209,942.83535367,0.1,0.94,"funestus"
"128",0.286988556,0.4,0.78,25,0.678306455,845.815421625,0.5,0.94,"funestus"
"129",0.249873012,0.4,0.78,25,0.703673574,785.49756088,0.7,0.94,"funestus"
"130",0.173122775,0.4,0.78,25,0.745166567,702.895688015,0.9,0.94,"funestus"
"131",0.340773639,0.6,0.78,25,0.637100833,963.6,0,0.94,"funestus"
"132",0.332985807,0.6,0.78,25,0.643342209,942.83535367,0.1,0.94,"funestus"
"133",0.286988556,0.6,0.78,25,0.678306455,845.815421625,0.5,0.94,"funestus"
"134",0.249873012,0.6,0.78,25,0.703673574,785.49756088,0.7,0.94,"funestus"
"135",0.173122775,0.6,0.78,25,0.745166567,702.895688015,0.9,0.94,"funestus"
"136",0.340773639,0.8,0.78,25,0.637100833,963.6,0,0.94,"funestus"
"137",0.332985807,0.8,0.78,25,0.643342209,942.83535367,0.1,0.94,"funestus"
"138",0.286988556,0.8,0.78,25,0.678306455,845.815421625,0.5,0.94,"funestus"
"139",0.249873012,0.8,0.78,25,0.703673574,785.49756088,0.7,0.94,"funestus"
"140",0.173122775,0.8,0.78,25,0.745166567,702.895688015,0.9,0.94,"funestus"
"141",0.340773639,0.2,0.52,25,0.637100833,963.6,0,0.21,"stephensi"
"142",0.332985807,0.2,0.52,25,0.643342209,942.83535367,0.1,0.21,"stephensi"
"143",0.286988556,0.2,0.52,25,0.678306455,845.815421625,0.5,0.21,"stephensi"
"144",0.249873012,0.2,0.52,25,0.703673574,785.49756088,0.7,0.21,"stephensi"
"145",0.173122775,0.2,0.52,25,0.745166567,702.895688015,0.9,0.21,"stephensi"
"146",0.340773639,0.4,0.52,25,0.637100833,963.6,0,0.21,"stephensi"
"147",0.332985807,0.4,0.52,25,0.643342209,942.83535367,0.1,0.21,"stephensi"
"148",0.286988556,0.4,0.52,25,0.678306455,845.815421625,0.5,0.21,"stephensi"
"149",0.249873012,0.4,0.52,25,0.703673574,785.49756088,0.7,0.21,"stephensi"
"150",0.173122775,0.4,0.52,25,0.745166567,702.895688015,0.9,0.21,"stephensi"
"151",0.340773639,0.6,0.52,25,0.637100833,963.6,0,0.21,"stephensi"
"152",0.332985807,0.6,0.52,25,0.643342209,942.83535367,0.1,0.21,"stephensi"
"153",0.286988556,0.6,0.52,25,0.678306455,845.815421625,0.5,0.21,"stephensi"
"154",0.249873012,0.6,0.52,25,0.703673574,785.49756088,0.7,0.21,"stephensi"
"155",0.173122775,0.6,0.52,25,0.745166567,702.895688015,0.9,0.21,"stephensi"
"156",0.340773639,0.8,0.52,25,0.637100833,963.6,0,0.21,"stephensi"
"157",0.332985807,0.8,0.52,25,0.643342209,942.83535367,0.1,0.21,"stephensi"
"158",0.286988556,0.8,0.52,25,0.678306455,845.815421625,0.5,0.21,"stephensi"
"159",0.249873012,0.8,0.52,25,0.703673574,785.49756088,0.7,0.21,"stephensi"
"160",0.173122775,0.8,0.52,25,0.745166567,702.895688015,0.9,0.21,"stephensi"
"161",0.340773639,0.2,0.85,100,0.637100833,963.6,0,0.92,"gambiae"
"162",0.332985807,0.2,0.85,100,0.643342209,942.83535367,0.1,0.92,"gambiae"
"163",0.286988556,0.2,0.85,100,0.678306455,845.815421625,0.5,0.92,"gambiae"
"164",0.249873012,0.2,0.85,100,0.703673574,785.49756088,0.7,0.92,"gambiae"
"165",0.173122775,0.2,0.85,100,0.745166567,702.895688015,0.9,0.92,"gambiae"
"166",0.340773639,0.4,0.85,100,0.637100833,963.6,0,0.92,"gambiae"
"167",0.332985807,0.4,0.85,100,0.643342209,942.83535367,0.1,0.92,"gambiae"
"168",0.286988556,0.4,0.85,100,0.678306455,845.815421625,0.5,0.92,"gambiae"
"169",0.249873012,0.4,0.85,100,0.703673574,785.49756088,0.7,0.92,"gambiae"
"170",0.173122775,0.4,0.85,100,0.745166567,702.895688015,0.9,0.92,"gambiae"
"171",0.340773639,0.6,0.85,100,0.637100833,963.6,0,0.92,"gambiae"
"172",0.332985807,0.6,0.85,100,0.643342209,942.83535367,0.1,0.92,"gambiae"
"173",0.286988556,0.6,0.85,100,0.678306455,845.815421625,0.5,0.92,"gambiae"
"174",0.249873012,0.6,0.85,100,0.703673574,785.49756088,0.7,0.92,"gambiae"
"175",0.173122775,0.6,0.85,100,0.745166567,702.895688015,0.9,0.92,"gambiae"
"176",0.340773639,0.8,0.85,100,0.637100833,963.6,0,0.92,"gambiae"
"177",0.332985807,0.8,0.85,100,0.643342209,942.83535367,0.1,0.92,"gambiae"
"178",0.286988556,0.8,0.85,100,0.678306455,845.815421625,0.5,0.92,"gambiae"
"179",0.249873012,0.8,0.85,100,0.703673574,785.49756088,0.7,0.92,"gambiae"
"180",0.173122775,0.8,0.85,100,0.745166567,702.895688015,0.9,0.92,"gambiae"
"181",0.340773639,0.2,0.8,100,0.637100833,963.6,0,0.71,"arabiensis"
"182",0.332985807,0.2,0.8,100,0.643342209,942.83535367,0.1,0.71,"arabiensis"
"183",0.286988556,0.2,0.8,100,0.678306455,845.815421625,0.5,0.71,"arabiensis"
"184",0.249873012,0.2,0.8,100,0.703673574,785.49756088,0.7,0.71,"arabiensis"
"185",0.173122775,0.2,0.8,100,0.745166567,702.895688015,0.9,0.71,"arabiensis"
"186",0.340773639,0.4,0.8,100,0.637100833,963.6,0,0.71,"arabiensis"
"187",0.332985807,0.4,0.8,100,0.643342209,942.83535367,0.1,0.71,"arabiensis"
"188",0.286988556,0.4,0.8,100,0.678306455,845.815421625,0.5,0.71,"arabiensis"
"189",0.249873012,0.4,0.8,100,0.703673574,785.49756088,0.7,0.71,"arabiensis"
"190",0.173122775,0.4,0.8,100,0.745166567,702.895688015,0.9,0.71,"arabiensis"
"191",0.340773639,0.6,0.8,100,0.637100833,963.6,0,0.71,"arabiensis"
"192",0.332985807,0.6,0.8,100,0.643342209,942.83535367,0.1,0.71,"arabiensis"
"193",0.286988556,0.6,0.8,100,0.678306455,845.815421625,0.5,0.71,"arabiensis"
"194",0.249873012,0.6,0.8,100,0.703673574,785.49756088,0.7,0.71,"arabiensis"
"195",0.173122775,0.6,0.8,100,0.745166567,702.895688015,0.9,0.71,"arabiensis"
"196",0.340773639,0.8,0.8,100,0.637100833,963.6,0,0.71,"arabiensis"
"197",0.332985807,0.8,0.8,100,0.643342209,942.83535367,0.1,0.71,"arabiensis"
"198",0.286988556,0.8,0.8,100,0.678306455,845.815421625,0.5,0.71,"arabiensis"
"199",0.249873012,0.8,0.8,100,0.703673574,785.49756088,0.7,0.71,"arabiensis"
"200",0.173122775,0.8,0.8,100,0.745166567,702.895688015,0.9,0.71,"arabiensis"
"201",0.340773639,0.2,0.78,100,0.637100833,963.6,0,0.94,"funestus"
"202",0.332985807,0.2,0.78,100,0.643342209,942.83535367,0.1,0.94,"funestus"
"203",0.286988556,0.2,0.78,100,0.678306455,845.815421625,0.5,0.94,"funestus"
"204",0.249873012,0.2,0.78,100,0.703673574,785.49756088,0.7,0.94,"funestus"
"205",0.173122775,0.2,0.78,100,0.745166567,702.895688015,0.9,0.94,"funestus"
"206",0.340773639,0.4,0.78,100,0.637100833,963.6,0,0.94,"funestus"
"207",0.332985807,0.4,0.78,100,0.643342209,942.83535367,0.1,0.94,"funestus"
"208",0.286988556,0.4,0.78,100,0.678306455,845.815421625,0.5,0.94,"funestus"
"209",0.249873012,0.4,0.78,100,0.703673574,785.49756088,0.7,0.94,"funestus"
"210",0.173122775,0.4,0.78,100,0.745166567,702.895688015,0.9,0.94,"funestus"
"211",0.340773639,0.6,0.78,100,0.637100833,963.6,0,0.94,"funestus"
"212",0.332985807,0.6,0.78,100,0.643342209,942.83535367,0.1,0.94,"funestus"
"213",0.286988556,0.6,0.78,100,0.678306455,845.815421625,0.5,0.94,"funestus"
"214",0.249873012,0.6,0.78,100,0.703673574,785.49756088,0.7,0.94,"funestus"
"215",0.173122775,0.6,0.78,100,0.745166567,702.895688015,0.9,0.94,"funestus"
"216",0.340773639,0.8,0.78,100,0.637100833,963.6,0,0.94,"funestus"
"217",0.332985807,0.8,0.78,100,0.643342209,942.83535367,0.1,0.94,"funestus"
"218",0.286988556,0.8,0.78,100,0.678306455,845.815421625,0.5,0.94,"funestus"
"219",0.249873012,0.8,0.78,100,0.703673574,785.49756088,0.7,0.94,"funestus"
"220",0.173122775,0.8,0.78,100,0.745166567,702.895688015,0.9,0.94,"funestus"
"221",0.340773639,0.2,0.52,100,0.637100833,963.6,0,0.21,"stephensi"
"222",0.332985807,0.2,0.52,100,0.643342209,942.83535367,0.1,0.21,"stephensi"
"223",0.286988556,0.2,0.52,100,0.678306455,845.815421625,0.5,0.21,"stephensi"
"224",0.249873012,0.2,0.52,100,0.703673574,785.49756088,0.7,0.21,"stephensi"
"225",0.173122775,0.2,0.52,100,0.745166567,702.895688015,0.9,0.21,"stephensi"
"226",0.340773639,0.4,0.52,100,0.637100833,963.6,0,0.21,"stephensi"
"227",0.332985807,0.4,0.52,100,0.643342209,942.83535367,0.1,0.21,"stephensi"
"228",0.286988556,0.4,0.52,100,0.678306455,845.815421625,0.5,0.21,"stephensi"
"229",0.249873012,0.4,0.52,100,0.703673574,785.49756088,0.7,0.21,"stephensi"
"230",0.173122775,0.4,0.52,100,0.745166567,702.895688015,0.9,0.21,"stephensi"
"231",0.340773639,0.6,0.52,100,0.637100833,963.6,0,0.21,"stephensi"
"232",0.332985807,0.6,0.52,100,0.643342209,942.83535367,0.1,0.21,"stephensi"
"233",0.286988556,0.6,0.52,100,0.678306455,845.815421625,0.5,0.21,"stephensi"
"234",0.249873012,0.6,0.52,100,0.703673574,785.49756088,0.7,0.21,"stephensi"
"235",0.173122775,0.6,0.52,100,0.745166567,702.895688015,0.9,0.21,"stephensi"
"236",0.340773639,0.8,0.52,100,0.637100833,963.6,0,0.21,"stephensi"
"237",0.332985807,0.8,0.52,100,0.643342209,942.83535367,0.1,0.21,"stephensi"
"238",0.286988556,0.8,0.52,100,0.678306455,845.815421625,0.5,0.21,"stephensi"
"239",0.249873012,0.8,0.52,100,0.703673574,785.49756088,0.7,0.21,"stephensi"
"240",0.173122775,0.8,0.52,100,0.745166567,702.895688015,0.9,0.21,"stephensi"
